Campus,Faculty Code,International/Domestic,Measure Names,Program,Program Type,Session Year,Student Level,Measure Values
Vancouver,FRST,Domestic,Headcount at November 1,Bach of Sci(Wood Prods Proc),Baccalaureate Degree,2013,Undergraduate,75
Vancouver,FRST,Domestic,Headcount at November 1,Bach of Sci(Wood Prods Proc),Baccalaureate Degree,2014,Undergraduate,78
Vancouver,FRST,Domestic,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2006,Undergraduate,146
Vancouver,FRST,Domestic,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2007,Undergraduate,149
Vancouver,FRST,Domestic,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2008,Undergraduate,177
Vancouver,FRST,Domestic,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2009,Undergraduate,204
Vancouver,FRST,Domestic,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2010,Undergraduate,240
Vancouver,FRST,Domestic,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2011,Undergraduate,261
Vancouver,FRST,Domestic,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2012,Undergraduate,247
Vancouver,FRST,Domestic,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2013,Undergraduate,266
Vancouver,FRST,Domestic,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2014,Undergraduate,272
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Scie(Forestry),Baccalaureate Degree,2006,Undergraduate,56
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2006,Undergraduate,115
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2007,Undergraduate,151
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2008,Undergraduate,135
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2009,Undergraduate,129
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2010,Undergraduate,126
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2011,Undergraduate,144
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2012,Undergraduate,144
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2013,Undergraduate,172
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2014,Undergraduate,213
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science in Forest Sciences,Baccalaureate Degree,2015,Undergraduate,70
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science in Forestry,Baccalaureate Degree,2015,Undergraduate,204
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science in Wood Products Processing,Baccalaureate Degree,2015,Undergraduate,94
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science Natural Resources Conservation,Baccalaureate Degree,2015,Undergraduate,256
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2006,Undergraduate,
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2007,Undergraduate,41
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2008,Undergraduate,37
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2009,Undergraduate,45
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2010,Undergraduate,43
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2011,Undergraduate,71
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2012,Undergraduate,65
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2013,Undergraduate,61
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2014,Undergraduate,66
Vancouver,FRST,Domestic,Headcount at November 1,Bachelor of Urban Forestry,Baccalaureate Degree,2015,Undergraduate,16
Vancouver,FRST,International,Headcount at November 1,Bach of Sci(Wood Prods Proc),Baccalaureate Degree,2006,Undergraduate,8
Vancouver,FRST,International,Headcount at November 1,Bach of Sci(Wood Prods Proc),Baccalaureate Degree,2007,Undergraduate,12
Vancouver,FRST,International,Headcount at November 1,Bach of Sci(Wood Prods Proc),Baccalaureate Degree,2008,Undergraduate,14
Vancouver,FRST,International,Headcount at November 1,Bach of Sci(Wood Prods Proc),Baccalaureate Degree,2009,Undergraduate,17
Vancouver,FRST,International,Headcount at November 1,Bach of Sci(Wood Prods Proc),Baccalaureate Degree,2010,Undergraduate,18
Vancouver,FRST,International,Headcount at November 1,Bach of Sci(Wood Prods Proc),Baccalaureate Degree,2011,Undergraduate,30
Vancouver,FRST,International,Headcount at November 1,Bach of Sci(Wood Prods Proc),Baccalaureate Degree,2012,Undergraduate,45
Vancouver,FRST,International,Headcount at November 1,Bach of Sci(Wood Prods Proc),Baccalaureate Degree,2013,Undergraduate,54
Vancouver,FRST,International,Headcount at November 1,Bach of Sci(Wood Prods Proc),Baccalaureate Degree,2014,Undergraduate,78
Vancouver,FRST,International,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2006,Undergraduate,26
Vancouver,FRST,International,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2007,Undergraduate,30
Vancouver,FRST,International,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2008,Undergraduate,40
Vancouver,FRST,International,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2009,Undergraduate,46
Vancouver,FRST,International,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2010,Undergraduate,49
Vancouver,FRST,International,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2011,Undergraduate,54
Vancouver,FRST,International,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2012,Undergraduate,70
Vancouver,FRST,International,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2013,Undergraduate,80
Vancouver,FRST,International,Headcount at November 1,Bach of Scie(Naturl Res Cons),Baccalaureate Degree,2014,Undergraduate,93
Vancouver,FRST,International,Headcount at November 1,Bachelor of Scie(Forestry),Baccalaureate Degree,2006,Undergraduate,6
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2006,Undergraduate,5
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2007,Undergraduate,6
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2008,Undergraduate,7
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2009,Undergraduate,17
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2010,Undergraduate,25
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2011,Undergraduate,27
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2012,Undergraduate,40
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2013,Undergraduate,53
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science Forestry,Baccalaureate Degree,2014,Undergraduate,56
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science in Forest Sciences,Baccalaureate Degree,2015,Undergraduate,21
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science in Forestry,Baccalaureate Degree,2015,Undergraduate,72
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science in Wood Products Processing,Baccalaureate Degree,2015,Undergraduate,73
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science Natural Resources Conservation,Baccalaureate Degree,2015,Undergraduate,109
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2006,Undergraduate,
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2007,Undergraduate,8
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2008,Undergraduate,6
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2009,Undergraduate,10
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2010,Undergraduate,11
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2011,Undergraduate,14
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2012,Undergraduate,16
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2013,Undergraduate,18
Vancouver,FRST,International,Headcount at November 1,Bachelor of Science(Forest Sc),Baccalaureate Degree,2014,Undergraduate,23
Vancouver,FRST,International,Headcount at November 1,Bachelor of Urban Forestry,Baccalaureate Degree,2015,Undergraduate,11
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2006,Undergraduate,169
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2007,Undergraduate,149
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2008,Undergraduate,133
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2009,Undergraduate,96
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2010,Undergraduate,56
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2011,Undergraduate,28
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2012,Undergraduate,13
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2013,Undergraduate,5
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2014,Undergraduate,3
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2006,Undergraduate,799
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2007,Undergraduate,834
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2008,Undergraduate,835
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2009,Undergraduate,855
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2010,Undergraduate,796
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2011,Undergraduate,833
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2012,Undergraduate,848
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2013,Undergraduate,796
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2014,Undergraduate,781
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2006,Undergraduate,77
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2007,Undergraduate,88
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2008,Undergraduate,83
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2009,Undergraduate,73
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2010,Undergraduate,76
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2011,Undergraduate,90
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2012,Undergraduate,96
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2013,Undergraduate,97
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2014,Undergraduate,92
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2009,Undergraduate,32
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2010,Undergraduate,131
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2011,Undergraduate,227
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2012,Undergraduate,272
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2013,Undergraduate,310
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2014,Undergraduate,335
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Science in Agroecology,Baccalaureate Degree,2015,Undergraduate,1
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Science in Applied Biology,Baccalaureate Degree,2015,Undergraduate,359
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Science in Food Nutrition and Health,Baccalaureate Degree,2015,Undergraduate,767
Vancouver,LFS,Domestic,Headcount at November 1,Bachelor of Science in Global Resource Systems,Baccalaureate Degree,2015,Undergraduate,96
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2006,Undergraduate,9
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2007,Undergraduate,11
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2008,Undergraduate,8
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2009,Undergraduate,7
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2010,Undergraduate,4
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Agroecology),Baccalaureate Degree,2011,Undergraduate,
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2006,Undergraduate,73
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2007,Undergraduate,74
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2008,Undergraduate,79
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2009,Undergraduate,96
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2010,Undergraduate,91
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2011,Undergraduate,105
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2012,Undergraduate,111
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2013,Undergraduate,128
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (FNH),Baccalaureate Degree,2014,Undergraduate,185
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2006,Undergraduate,18
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2007,Undergraduate,18
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2008,Undergraduate,17
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2009,Undergraduate,15
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2010,Undergraduate,15
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2011,Undergraduate,19
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2012,Undergraduate,18
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2013,Undergraduate,15
Vancouver,LFS,International,Headcount at November 1,Bachelor of Scie (Global Res),Baccalaureate Degree,2014,Undergraduate,20
Vancouver,LFS,International,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2009,Undergraduate,3
Vancouver,LFS,International,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2010,Undergraduate,22
Vancouver,LFS,International,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2011,Undergraduate,31
Vancouver,LFS,International,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2012,Undergraduate,36
Vancouver,LFS,International,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2013,Undergraduate,54
Vancouver,LFS,International,Headcount at November 1,Bachelor of Science (APBI),Baccalaureate Degree,2014,Undergraduate,61
Vancouver,LFS,International,Headcount at November 1,Bachelor of Science in Applied Biology,Baccalaureate Degree,2015,Undergraduate,55
Vancouver,LFS,International,Headcount at November 1,Bachelor of Science in Food Nutrition and Health,Baccalaureate Degree,2015,Undergraduate,216
Vancouver,LFS,International,Headcount at November 1,Bachelor of Science in Global Resource Systems,Baccalaureate Degree,2015,Undergraduate,24
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2006,Undergraduate,44
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2007,Undergraduate,45
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2008,Undergraduate,45
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2009,Undergraduate,39
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2010,Undergraduate,36
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2011,Undergraduate,35
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2012,Undergraduate,38
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2013,Undergraduate,46
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2014,Undergraduate,47
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Medical Laboratory Science,Baccalaureate Degree,2015,Undergraduate,42
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Midwifery,Baccalaureate Degree,2006,Undergraduate,45
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Midwifery,Baccalaureate Degree,2007,Undergraduate,41
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Midwifery,Baccalaureate Degree,2008,Undergraduate,41
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Midwifery,Baccalaureate Degree,2009,Undergraduate,44
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Midwifery,Baccalaureate Degree,2010,Undergraduate,45
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Midwifery,Baccalaureate Degree,2011,Undergraduate,42
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Midwifery,Baccalaureate Degree,2012,Undergraduate,48
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Midwifery,Baccalaureate Degree,2013,Undergraduate,55
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Midwifery,Baccalaureate Degree,2014,Undergraduate,66
Vancouver,MEDI,Domestic,Headcount at November 1,Bachelor of Midwifery,Baccalaureate Degree,2015,Undergraduate,71
Vancouver,MEDI,International,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2006,Undergraduate,1
Vancouver,MEDI,International,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2007,Undergraduate,1
Vancouver,MEDI,International,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2009,Undergraduate,1
Vancouver,MEDI,International,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2010,Undergraduate,2
Vancouver,MEDI,International,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2011,Undergraduate,1
Vancouver,MEDI,International,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2012,Undergraduate,1
Vancouver,MEDI,International,Headcount at November 1,Bachelor of Medical Lab Scie,Baccalaureate Degree,2013,Undergraduate,1
Vancouver,MEDI,International,Headcount at November 1,Bachelor of Medical Laboratory Science,Baccalaureate Degree,2015,Undergraduate,1
Vancouver,PHAR,Domestic,Headcount at November 1,Bachelor of Science in Pharmacy,Baccalaureate Degree,2015,Undergraduate,667
Vancouver,PHAR,Domestic,Headcount at November 1,Bachelor of Science(Pharmacy),Baccalaureate Degree,2006,Undergraduate,577
Vancouver,PHAR,Domestic,Headcount at November 1,Bachelor of Science(Pharmacy),Baccalaureate Degree,2007,Undergraduate,598
Vancouver,PHAR,Domestic,Headcount at November 1,Bachelor of Science(Pharmacy),Baccalaureate Degree,2008,Undergraduate,614
Vancouver,PHAR,Domestic,Headcount at November 1,Bachelor of Science(Pharmacy),Baccalaureate Degree,2009,Undergraduate,618
Vancouver,PHAR,Domestic,Headcount at November 1,Bachelor of Science(Pharmacy),Baccalaureate Degree,2010,Undergraduate,598
Vancouver,PHAR,Domestic,Headcount at November 1,Bachelor of Science(Pharmacy),Baccalaureate Degree,2011,Undergraduate,674
Vancouver,PHAR,Domestic,Headcount at November 1,Bachelor of Science(Pharmacy),Baccalaureate Degree,2012,Undergraduate,740
Vancouver,PHAR,Domestic,Headcount at November 1,Bachelor of Science(Pharmacy),Baccalaureate Degree,2013,Undergraduate,806
Vancouver,PHAR,Domestic,Headcount at November 1,Bachelor of Science(Pharmacy),Baccalaureate Degree,2014,Undergraduate,882
Vancouver,PHAR,Domestic,Headcount at November 1,Entry-to-Practice Doctor of Pharmacy,Baccalaureate Degree,2015,Undergraduate,222
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2006,Undergraduate,66
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2007,Undergraduate,70
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2008,Undergraduate,67
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2009,Undergraduate,61
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2010,Undergraduate,68
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2011,Undergraduate,92
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2012,Undergraduate,116
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2013,Undergraduate,175
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2014,Undergraduate,215
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2015,Undergraduate,260
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2006,Undergraduate,"6,182"
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2007,Undergraduate,"6,106"
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2008,Undergraduate,"6,005"
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2009,Undergraduate,"6,343"
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2010,Undergraduate,"6,343"
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2011,Undergraduate,"6,264"
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2012,Undergraduate,"6,476"
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2013,Undergraduate,"6,522"
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2014,Undergraduate,"6,430"
Vancouver,SCIE,Domestic,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2015,Undergraduate,"6,431"
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2006,Undergraduate,2
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2007,Undergraduate,5
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2008,Undergraduate,7
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2009,Undergraduate,5
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2010,Undergraduate,4
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2011,Undergraduate,3
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2012,Undergraduate,7
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2013,Undergraduate,11
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2014,Undergraduate,20
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Computer Science,Baccalaureate Degree,2015,Undergraduate,31
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2006,Undergraduate,411
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2007,Undergraduate,458
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2008,Undergraduate,436
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2009,Undergraduate,481
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2010,Undergraduate,451
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2011,Undergraduate,470
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2012,Undergraduate,531
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2013,Undergraduate,656
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2014,Undergraduate,786
Vancouver,SCIE,International,Headcount at November 1,Bachelor of Science,Baccalaureate Degree,2015,Undergraduate,"1,054"
Vancouver,VANT,Domestic,Headcount at November 1,Vantage One Bachelor of Science,Baccalaureate Degree,2015,Undergraduate,
Vancouver,VANT,International,Headcount at November 1,BA Vantage One,Baccalaureate Degree,2014,Undergraduate,84
Vancouver,VANT,International,Headcount at November 1,BSC Vantage One,Baccalaureate Degree,2014,Undergraduate,103
Vancouver,VANT,International,Headcount at November 1,Vantage One Bachelor of Applied Science,Baccalaureate Degree,2015,Undergraduate,37
